orderdate,productcode,ordernumber,initial_qnty_in_stock,quantityordered,product_sold_so_far,updatedStock,are_we_going_to_fulfill_next_order
2005-05-31,S18_4668,10424,6645,26,995,5650,yes
2003-03-03,S18_4721,10108,1249,44,44,1205,yes
2003-05-08,S18_4721,10122,1249,28,72,1177,yes
2003-07-02,S18_4721,10135,1249,31,103,1146,yes
2003-09-03,S18_4721,10146,1249,29,132,1117,yes
2003-10-10,S18_4721,10159,1249,32,164,1085,yes
2003-11-04,S18_4721,10169,1249,33,197,1052,yes
2003-11-11,S18_4721,10180,1249,44,241,1008,yes
2003-11-20,S18_4721,10191,1249,32,273,976,yes
2003-12-02,S18_4721,10202,1249,43,316,933,yes
2004-01-15,S18_4721,10211,1249,41,357,892,yes
2004-02-22,S18_4721,10225,1249,35,392,857,yes
2004-04-09,S18_4721,10238,1249,44,436,813,yes
2004-05-26,S18_4721,10252,1249,26,462,787,yes
2004-06-30,S18_4721,10264,1249,20,482,767,yes
2004-08-02,S18_4721,10276,1249,48,530,719,yes
2004-08-30,S18_4721,10287,1249,34,564,685,yes
2004-09-30,S18_4721,10299,1249,49,613,636,yes
2004-10-16,S18_4721,10310,1249,40,653,596,yes
2004-11-03,S18_4721,10319,1249,45,698,551,yes
2004-11-16,S18_4721,10330,1249,50,748,501,yes
2004-11-24,S18_4721,10342,1249,38,786,463,yes
2004-12-07,S18_4721,10355,1249,25,811,438,yes
2005-01-06,S18_4721,10363,1249,28,839,410,yes
2005-02-10,S18_4721,10378,1249,49,888,361,yes
2005-03-04,S18_4721,10390,1249,49,937,312,yes
2005-04-08,S18_4721,10404,1249,48,985,264,yes
2005-05-16,S18_4721,10418,1249,28,1013,236,yes
2003-03-18,S18_4933,10110,3209,42,42,3167,yes
2003-05-21,S18_4933,10124,3209,23,65,3144,yes
2003-07-07,S18_4933,10138,3209,23,88,3121,yes
2003-09-11,S18_4933,10148,3209,29,117,3092,yes
2003-10-06,S18_4933,10302,3209,23,140,3069,yes
2003-10-17,S18_4933,10161,3209,25,165,3044,yes
2003-11-05,S18_4933,10173,3209,39,204,3005,yes
2003-11-12,S18_4933,10182,3209,44,248,2961,yes
2003-11-21,S18_4933,10193,3209,25,273,2936,yes
2003-12-02,S18_4933,10204,3209,45,318,2891,yes
2004-01-22,S18_4933,10213,3209,25,343,2866,yes
2004-03-02,S18_4933,10227,3209,37,380,2829,yes
2004-04-13,S18_4933,10241,3209,30,410,2799,yes
2004-06-03,S18_4933,10254,3209,30,440,2769,yes
2004-07-07,S18_4933,10267,3209,36,476,2733,yes
2004-08-09,S18_4933,10279,3209,26,502,2707,yes
2004-09-01,S18_4933,10288,3209,23,525,2684,yes
2004-10-16,S18_4933,10311,3209,25,550,2659,yes
2004-11-17,S18_4933,10332,3209,21,571,2638,yes
2004-11-25,S18_4933,10344,3209,26,597,2612,yes
2005-01-12,S18_4933,10367,3209,44,641,2568,yes
2005-02-16,S18_4933,10380,3209,24,665,2544,yes
2005-04-22,S18_4933,10407,3209,66,731,2478,yes
2005-05-29,S18_4933,10420,3209,36,767,2442,yes
2003-03-18,S24_1046,10110,1005,36,36,969,yes
2003-05-21,S24_1046,10124,1005,22,58,947,yes
2003-07-07,S24_1046,10138,1005,45,103,902,yes
2003-09-11,S24_1046,10148,1005,25,128,877,yes
2003-10-05,S24_1046,10301,1005,27,155,850,yes
2003-10-17,S24_1046,10161,1005,37,192,813,yes
2003-11-05,S24_1046,10172,1005,32,224,781,yes
2003-11-12,S24_1046,10182,1005,47,271,734,yes
2003-11-20,S24_1046,10192,1005,37,308,697,yes
2003-12-02,S24_1046,10204,1005,20,328,677,yes
2004-01-16,S24_1046,10212,1005,41,369,636,yes
2004-02-26,S24_1046,10226,1005,21,390,615,yes
2004-04-13,S24_1046,10241,1005,22,412,593,yes
2004-06-03,S24_1046,10254,1005,34,446,559,yes
2004-07-07,S24_1046,10267,1005,40,486,519,yes
2004-08-09,S24_1046,10279,1005,32,518,487,yes
2004-09-01,S24_1046,10288,1005,36,554,451,yes
2004-10-16,S24_1046,10311,1005,26,580,425,yes
2004-11-04,S24_1046,10321,1005,30,610,395,yes
2004-11-17,S24_1046,10332,1005,23,633,372,yes
2004-11-25,S24_1046,10344,1005,29,662,343,yes
2005-01-12,S24_1046,10367,1005,21,683,322,yes
2005-02-16,S24_1046,10380,1005,34,717,288,yes
2005-04-22,S24_1046,10407,1005,26,743,262,yes
2005-05-29,S24_1046,10420,1005,60,803,202,yes
2003-01-31,S24_1444,10104,4074,35,35,4039,yes
2003-04-04,S24_1444,10115,4074,47,82,3992,yes
2003-06-03,S24_1444,10127,4074,20,102,3972,yes
2003-08-01,S24_1444,10141,4074,20,122,3952,yes
2003-09-25,S24_1444,10152,4074,25,147,3927,yes
2003-10-22,S24_1444,10165,4074,25,172,3902,yes
2003-11-06,S24_1444,10176,4074,27,199,3875,yes
2003-11-14,S24_1444,10184,4074,31,230,3844,yes
2003-11-25,S24_1444,10195,4074,44,274,3800,yes
2003-12-09,S24_1444,10207,4074,49,323,3751,yes
2004-02-12,S24_1444,10220,4074,26,349,3725,yes
2004-03-15,S24_1444,10230,4074,36,385,3689,yes
2004-05-05,S24_1444,10246,4074,44,429,3645,yes
2004-06-15,S24_1444,10259,4074,28,457,3617,yes
2004-07-20,S24_1444,10271,4074,45,502,3572,yes
2004-08-20,S24_1444,10282,4074,29,531,3543,yes
2004-09-08,S24_1444,10292,4074,40,571,3503,yes
2004-10-13,S24_1444,10305,4074,45,616,3458,yes
2004-10-22,S24_1444,10314,4074,44,660,3414,yes
2004-11-05,S24_1444,10324,4074,25,685,3389,yes
2004-11-20,S24_1444,10336,4074,45,730,3344,yes
2004-12-01,S24_1444,10349,4074,48,778,3296,yes
2004-12-10,S24_1444,10358,4074,44,822,3252,yes
2005-01-23,S24_1444,10371,4074,25,847,3227,yes
2005-02-22,S24_1444,10383,4074,22,869,3205,yes
2005-03-15,S24_1444,10394,4074,31,900,3174,yes
2005-05-03,S24_1444,10412,4074,21,921,3153,yes
2005-05-31,S24_1444,10425,4074,55,976,3098,yes
2003-02-24,S24_1578,10107,7003,25,25,6978,yes
2003-04-29,S24_1578,10120,7003,35,60,6943,yes
2003-07-01,S24_1578,10134,7003,35,95,6908,yes
2003-08-25,S24_1578,10145,7003,43,138,6865,yes
2003-10-10,S24_1578,10159,7003,44,182,6821,yes
2003-10-28,S24_1578,10168,7003,50,232,6771,yes
2003-11-11,S24_1578,10180,7003,48,280,6723,yes
2003-11-18,S24_1578,10188,7003,25,305,6698,yes
2003-12-01,S24_1578,10201,7003,39,344,6659,yes
2004-01-15,S24_1578,10211,7003,25,369,6634,yes
2004-02-20,S24_1578,10223,7003,32,401,6602,yes
2004-04-05,S24_1578,10237,7003,20,421,6582,yes
2004-05-18,S24_1578,10251,7003,50,471,6532,yes
2004-06-28,S24_1578,10263,7003,42,513,6490,yes
2004-07-23,S24_1578,10275,7003,21,534,6469,yes
2004-08-27,S24_1578,10285,7003,34,568,6435,yes
2004-09-30,S24_1578,10299,7003,47,615,6388,yes
2004-10-15,S24_1578,10309,7003,21,636,6367,yes
2004-11-02,S24_1578,10318,7003,48,684,6319,yes
2004-11-15,S24_1578,10329,7003,30,714,6289,yes
2004-11-23,S24_1578,10339,7003,27,741,6262,yes
2004-12-04,S24_1578,10354,7003,21,762,6241,yes
2005-01-05,S24_1578,10362,7003,50,812,6191,yes
2005-02-02,S24_1578,10374,7003,38,850,6153,yes
2005-03-03,S24_1578,10389,7003,45,895,6108,yes
2005-04-01,S24_1578,10399,7003,57,952,6051,yes
2005-04-08,S24_1578,10403,7003,46,998,6005,yes
2005-05-13,S24_1578,10417,7003,35,1033,5970,yes
2003-03-18,S24_1628,10110,8197,29,29,8168,yes
2003-05-20,S24_1628,10123,8197,50,79,8118,yes
2003-07-10,S24_1628,10137,8197,26,105,8092,yes
2003-09-11,S24_1628,10148,8197,47,152,8045,yes
2003-10-05,S24_1628,10301,8197,22,174,8023,yes
2003-10-17,S24_1628,10161,8197,23,197,8000,yes
2003-11-05,S24_1628,10172,8197,34,231,7966,yes
2003-11-12,S24_1628,10181,8197,34,265,7932,yes
2003-11-20,S24_1628,10192,8197,47,312,7885,yes
2003-12-02,S24_1628,10204,8197,45,357,7840,yes
2004-01-16,S24_1628,10212,8197,45,402,7795,yes
2004-02-26,S24_1628,10226,8197,36,438,7759,yes
2004-04-13,S24_1628,10241,8197,21,459,7738,yes
2004-06-03,S24_1628,10254,8197,32,491,7706,yes
2004-07-06,S24_1628,10266,8197,28,519,7678,yes
2004-08-06,S24_1628,10278,8197,35,554,7643,yes
2004-09-01,S24_1628,10288,8197,50,604,7593,yes
2004-10-16,S24_1628,10311,8197,45,649,7548,yes
2004-11-04,S24_1628,10321,8197,48,697,7500,yes
2004-11-17,S24_1628,10332,8197,20,717,7480,yes
2004-11-24,S24_1628,10343,8197,27,744,7453,yes
2005-01-12,S24_1628,10367,8197,38,782,7415,yes
2005-02-10,S24_1628,10379,8197,32,814,7383,yes
2005-04-22,S24_1628,10407,8197,64,878,7319,yes
2005-05-29,S24_1628,10420,8197,37,915,7282,yes
2003-02-17,S24_1785,10106,3627,28,28,3599,yes
2003-04-29,S24_1785,10120,3627,39,67,3560,yes
2003-06-27,S24_1785,10133,3627,41,108,3519,yes
2003-08-25,S24_1785,10145,3627,40,148,3479,yes
2003-10-09,S24_1785,10157,3627,40,188,3439,yes
2003-10-28,S24_1785,10168,3627,49,237,3390,yes
2003-11-11,S24_1785,10179,3627,47,284,3343,yes
2003-11-15,S24_1785,10187,3627,46,330,3297,yes
2003-12-01,S24_1785,10200,3627,33,363,3264,yes
2004-01-12,S24_1785,10210,3627,27,390,3237,yes
2004-02-20,S24_1785,10223,3627,34,424,3203,yes
2004-04-02,S24_1785,10235,3627,23,447,3180,yes
2004-05-11,S24_1785,10250,3627,31,478,3149,yes
2004-06-24,S24_1785,10262,3627,34,512,3115,yes
2004-07-23,S24_1785,10275,3627,25,537,3090,yes
2004-08-21,S24_1785,10284,3627,22,559,3068,yes
2004-09-16,S24_1785,10297,3627,32,591,3036,yes
2004-10-15,S24_1785,10308,3627,31,622,3005,yes
2004-11-01,S24_1785,10316,3627,25,647,2980,yes
2004-11-12,S24_1785,10328,3627,47,694,2933,yes
2004-11-23,S24_1785,10339,3627,21,715,2912,yes
2004-12-04,S24_1785,10353,3627,28,743,2884,yes
2004-12-16,S24_1785,10360,3627,22,765,2862,yes
2005-02-02,S24_1785,10374,3627,46,811,2816,yes
2005-03-01,S24_1785,10386,3627,33,844,2783,yes
2005-03-30,S24_1785,10398,3627,43,887,2740,yes
2005-04-03,S24_1785,10401,3627,38,925,2702,yes
2005-05-10,S24_1785,10416,3627,47,972,2655,yes
2003-01-09,S24_1937,10101,7332,45,45,7287,yes
2003-03-18,S24_1937,10110,7332,20,65,7267,yes
2003-05-21,S24_1937,10124,7332,45,110,7222,yes
2003-07-07,S24_1937,10138,7332,22,132,7200,yes
2003-09-12,S24_1937,10149,7332,36,168,7164,yes
2003-10-18,S24_1937,10162,7332,37,205,7127,yes
2003-11-05,S24_1937,10173,7332,31,236,7096,yes
2003-11-12,S24_1937,10182,7332,39,275,7057,yes
2003-11-21,S24_1937,10193,7332,26,301,7031,yes
2003-12-03,S24_1937,10205,7332,32,333,6999,yes
2004-01-26,S24_1937,10214,7332,20,353,6979,yes
2004-03-02,S24_1937,10227,7332,42,395,6937,yes
2004-04-26,S24_1937,10243,7332,33,428,6904,yes
2004-06-03,S24_1937,10254,7332,38,466,6866,yes
2004-07-12,S24_1937,10268,7332,33,499,6833,yes
2004-08-17,S24_1937,10280,7332,20,519,6813,yes
2004-09-01,S24_1937,10288,7332,29,548,6784,yes
2004-10-11,S24_1937,10304,7332,23,571,6761,yes
2004-10-21,S24_1937,10312,7332,39,610,6722,yes
2004-11-04,S24_1937,10322,7332,20,630,6702,yes
2004-11-17,S24_1937,10332,7332,45,675,6657,yes
2004-11-25,S24_1937,10344,7332,20,695,6637,yes
2004-12-09,S24_1937,10356,7332,48,743,6589,yes
2005-01-12,S24_1937,10367,7332,23,766,6566,yes
2005-02-16,S24_1937,10380,7332,32,798,6534,yes
2005-03-09,S24_1937,10391,7332,33,831,6501,yes
2005-04-23,S24_1937,10409,7332,61,892,6440,yes
2005-05-29,S24_1937,10420,7332,45,937,6395,yes
2003-02-24,S24_2000,10107,15,38,38,-23,no
2003-04-29,S24_2000,10120,15,34,72,-57,no
2003-07-01,S24_2000,10134,15,43,115,-100,no
2003-08-25,S24_2000,10145,15,47,162,-147,no
2003-10-10,S24_2000,10158,15,22,184,-169,no
2003-10-28,S24_2000,10168,15,29,213,-198,no
2003-11-11,S24_2000,10180,15,28,241,-226,no
2003-11-18,S24_2000,10188,15,40,281,-266,no
2003-12-01,S24_2000,10201,15,25,306,-291,no
2004-01-12,S24_2000,10210,15,30,336,-321,no
2004-02-20,S24_2000,10223,15,38,374,-359,no
2004-04-03,S24_2000,10236,15,36,410,-395,no
2004-05-11,S24_2000,10250,15,32,442,-427,no
2004-06-28,S24_2000,10263,15,37,479,-464,no
2004-07-23,S24_2000,10275,15,30,509,-494,no
2004-08-27,S24_2000,10285,15,39,548,-533,no
2004-09-16,S24_2000,10297,15,32,580,-565,no
2004-10-15,S24_2000,10308,15,47,627,-612,no
2004-11-02,S24_2000,10318,15,26,653,-638,no
2004-11-15,S24_2000,10329,15,37,690,-675,no
2004-11-24,S24_2000,10340,15,55,745,-730,no
2004-12-04,S24_2000,10354,15,28,773,-758,no
2005-01-06,S24_2000,10363,15,21,794,-779,no
2005-02-03,S24_2000,10375,15,23,817,-802,no
2005-03-03,S24_2000,10389,15,49,866,-851,no
2005-04-01,S24_2000,10399,15,58,924,-909,no
2005-04-07,S24_2000,10402,15,59,983,-968,no
2005-05-10,S24_2000,10416,15,32,1015,-1000,no
2003-02-11,S24_2011,10105,1898,43,43,1855,yes
2003-04-16,S24_2011,10117,1898,41,84,1814,yes
2003-06-12,S24_2011,10129,1898,45,129,1769,yes
2003-08-08,S24_2011,10142,1898,33,162,1736,yes
2003-09-28,S24_2011,10153,1898,40,202,1696,yes
2003-10-23,S24_2011,10167,1898,33,235,1663,yes
2003-11-07,S24_2011,10177,1898,50,285,1613,yes
2003-11-14,S24_2011,10185,1898,30,315,1583,yes
2003-11-26,S24_2011,10197,1898,41,356,1542,yes
2004-01-02,S24_2011,10208,1898,35,391,1507,yes
2004-02-18,S24_2011,10221,1898,49,440,1458,yes
2004-03-20,S24_2011,10232,1898,46,486,1412,yes
2004-05-07,S24_2011,10248,1898,48,534,1364,yes
2004-06-17,S24_2011,10261,1898,36,570,1328,yes
2004-07-21,S24_2011,10273,1898,22,592,1306,yes
2004-08-20,S24_2011,10283,1898,42,634,1264,yes
2004-09-09,S24_2011,10293,1898,21,655,1243,yes
2004-10-14,S24_2011,10306,1898,29,684,1214,yes
2004-10-29,S24_2011,10315,1898,35,719,1179,yes
2004-11-09,S24_2011,10326,1898,41,760,1138,yes
2004-11-21,S24_2011,10337,1898,29,789,1109,yes
2004-12-02,S24_2011,10350,1898,34,823,1075,yes
2004-12-16,S24_2011,10360,1898,31,854,1044,yes
2005-01-26,S24_2011,10372,1898,37,891,1007,yes
2005-02-23,S24_2011,10384,1898,28,919,979,yes
2005-03-23,S24_2011,10396,1898,49,968,930,yes
2005-05-06,S24_2011,10414,1898,43,1011,887,yes
2003-01-09,S24_2022,10101,2847,46,46,2801,yes
2003-03-18,S24_2022,10110,2847,39,85,2762,yes
2003-05-21,S24_2022,10124,2847,22,107,2740,yes
2003-07-07,S24_2022,10138,2847,33,140,2707,yes
2003-09-12,S24_2022,10149,2847,49,189,2658,yes
2003-10-18,S24_2022,10162,2847,43,232,2615,yes
2003-11-05,S24_2022,10173,2847,27,259,2588,yes
2003-11-12,S24_2022,10182,2847,31,290,2557,yes
2003-11-21,S24_2022,10193,2847,20,310,2537,yes
2003-12-03,S24_2022,10205,2847,24,334,2513,yes
2004-01-26,S24_2022,10214,2847,49,383,2464,yes
2004-03-02,S24_2022,10227,2847,24,407,2440,yes
2004-04-29,S24_2022,10244,2847,39,446,2401,yes
2004-06-04,S24_2022,10255,2847,37,483,2364,yes
2004-07-12,S24_2022,10268,2847,40,523,2324,yes
2004-08-17,S24_2022,10280,2847,45,568,2279,yes
2004-09-03,S24_2022,10289,2847,45,613,2234,yes
2004-10-11,S24_2022,10304,2847,44,657,2190,yes
2004-10-21,S24_2022,10312,2847,23,680,2167,yes
2004-11-04,S24_2022,10322,2847,30,710,2137,yes
2004-11-17,S24_2022,10332,2847,26,736,2111,yes
2004-11-25,S24_2022,10345,2847,43,779,2068,yes
2004-12-09,S24_2022,10356,2847,26,805,2042,yes
2005-01-12,S24_2022,10367,2847,28,833,2014,yes
2005-02-16,S24_2022,10380,2847,27,860,1987,yes
2005-03-09,S24_2022,10391,2847,24,884,1963,yes
2005-04-29,S24_2022,10410,2847,31,915,1932,yes
2005-05-29,S24_2022,10421,2847,40,955,1892,yes
2003-01-29,S24_2300,10103,2327,36,36,2291,yes
2003-04-01,S24_2300,10114,2327,21,57,2270,yes
2003-05-28,S24_2300,10126,2327,27,84,2243,yes
2003-07-24,S24_2300,10140,2327,47,131,2196,yes
2003-09-21,S24_2300,10151,2327,42,173,2154,yes
2003-10-22,S24_2300,10165,2327,32,205,2122,yes
2003-11-06,S24_2300,10175,2327,28,233,2094,yes
2003-11-14,S24_2300,10184,2327,24,257,2070,yes
2003-11-25,S24_2300,10194,2327,49,306,2021,yes
2003-12-09,S24_2300,10207,2327,46,352,1975,yes
2004-02-04,S24_2300,10217,2327,28,380,1947,yes
2004-03-11,S24_2300,10229,2327,48,428,1899,yes
2004-05-05,S24_2300,10246,2327,29,457,1870,yes
2004-06-15,S24_2300,10259,2327,47,504,1823,yes
2004-07-20,S24_2300,10271,2327,43,547,1780,yes
2004-08-19,S24_2300,10281,2327,25,572,1755,yes
2004-09-08,S24_2300,10291,2327,48,620,1707,yes
2004-10-13,S24_2300,10305,2327,24,644,1683,yes
2004-10-22,S24_2300,10313,2327,42,686,1641,yes
2004-11-01,S24_2300,10348,2327,37,723,1604,yes
2004-11-05,S24_2300,10324,2327,31,754,1573,yes
2004-11-19,S24_2300,10334,2327,42,796,1531,yes
2004-12-10,S24_2300,10358,2327,41,837,1490,yes
2005-01-23,S24_2300,10371,2327,20,857,1470,yes
2005-02-17,S24_2300,10382,2327,20,877,1450,yes
2005-03-11,S24_2300,10393,2327,33,910,1417,yes
2005-05-03,S24_2300,10412,2327,70,980,1347,yes
2005-05-31,S24_2300,10425,2327,49,1029,1298,yes
2003-03-03,S24_2360,10108,6840,35,35,6805,yes
2003-05-07,S24_2360,10121,6840,32,67,6773,yes
2003-07-02,S24_2360,10135,6840,29,96,6744,yes
2003-08-25,S24_2360,10145,6840,27,123,6717,yes
2003-10-10,S24_2360,10159,6840,27,150,6690,yes
2003-11-04,S24_2360,10169,6840,38,188,6652,yes
2003-11-11,S24_2360,10180,6840,35,223,6617,yes
2003-11-19,S24_2360,10190,6840,42,265,6575,yes
2003-12-02,S24_2360,10202,6840,50,315,6525,yes
2004-01-15,S24_2360,10211,6840,21,336,6504,yes
2004-02-21,S24_2360,10224,6840,37,373,6467,yes
2004-04-05,S24_2360,10237,6840,26,399,6441,yes
2004-05-26,S24_2360,10252,6840,47,446,6394,yes
2004-06-30,S24_2360,10264,6840,37,483,6357,yes
2004-08-02,S24_2360,10276,6840,46,529,6311,yes
2004-08-27,S24_2360,10285,6840,38,567,6273,yes
2004-09-30,S24_2360,10299,6840,33,600,6240,yes
2004-10-15,S24_2360,10309,6840,24,624,6216,yes
2004-11-03,S24_2360,10319,6840,31,655,6185,yes
2004-11-16,S24_2360,10330,6840,42,697,6143,yes
2004-11-24,S24_2360,10341,6840,32,729,6111,yes
2004-12-07,S24_2360,10355,6840,41,770,6070,yes
2005-01-06,S24_2360,10363,6840,43,813,6027,yes
2005-02-03,S24_2360,10375,6840,20,833,6007,yes
2005-03-04,S24_2360,10390,6840,35,868,5972,yes
2005-04-08,S24_2360,10403,6840,27,895,5945,yes
2005-05-16,S24_2360,10418,6840,52,947,5893,yes
2003-03-18,S24_2766,10110,2350,43,43,2307,yes
2003-05-21,S24_2766,10124,2350,32,75,2275,yes
2003-07-07,S24_2766,10138,2350,28,103,2247,yes
2003-09-11,S24_2766,10148,2350,21,124,2226,yes
2003-10-06,S24_2766,10302,2350,49,173,2177,yes
2003-10-17,S24_2766,10161,2350,20,193,2157,yes
2003-11-05,S24_2766,10172,2350,22,215,2135,yes
2003-11-12,S24_2766,10182,2350,36,251,2099,yes
2003-11-20,S24_2766,10192,2350,46,297,2053,yes
2003-12-02,S24_2766,10204,2350,47,344,2006,yes
2004-01-16,S24_2766,10212,2350,45,389,1961,yes
2004-03-02,S24_2766,10227,2350,47,436,1914,yes
2004-04-13,S24_2766,10241,2350,47,483,1867,yes
2004-06-03,S24_2766,10254,2350,31,514,1836,yes
2004-07-07,S24_2766,10267,2350,38,552,1798,yes
2004-08-09,S24_2766,10279,2350,49,601,1749,yes
2004-09-01,S24_2766,10288,2350,35,636,1714,yes
2004-10-16,S24_2766,10311,2350,28,664,1686,yes
2004-11-04,S24_2766,10321,2350,30,694,1656,yes
2004-11-17,S24_2766,10332,2350,39,733,1617,yes
2004-11-29,S24_2766,10346,2350,25,758,1592,yes
2005-01-19,S24_2766,10368,2350,40,798,1552,yes
2005-02-16,S24_2766,10380,2350,36,834,1516,yes
2005-04-22,S24_2766,10407,2350,76,910,1440,yes
2005-05-29,S24_2766,10420,2350,39,949,1401,yes
2003-01-31,S24_2840,10104,2542,44,44,2498,yes
2003-04-01,S24_2840,10114,2542,24,68,2474,yes
2003-06-03,S24_2840,10127,2542,39,107,2435,yes
2003-08-01,S24_2840,10141,2542,21,128,2414,yes
2003-09-21,S24_2840,10151,2542,30,158,2384,yes
2003-10-22,S24_2840,10165,2542,27,185,2357,yes
2003-11-06,S24_2840,10175,2542,37,222,2320,yes
2003-11-14,S24_2840,10184,2542,42,264,2278,yes
2003-11-25,S24_2840,10195,2542,32,296,2246,yes
2003-12-09,S24_2840,10207,2542,42,338,2204,yes
2004-02-10,S24_2840,10219,2542,21,359,2183,yes
2004-03-11,S24_2840,10229,2542,33,392,2150,yes
2004-05-05,S24_2840,10246,2542,49,441,2101,yes
2004-06-15,S24_2840,10259,2542,31,472,2070,yes
2004-07-20,S24_2840,10271,2542,38,510,2032,yes
2004-08-19,S24_2840,10281,2542,20,530,2012,yes
2004-09-08,S24_2840,10292,2542,39,569,1973,yes
2004-10-13,S24_2840,10305,2542,48,617,1925,yes
2004-10-22,S24_2840,10314,2542,39,656,1886,yes
2004-11-05,S24_2840,10324,2542,30,686,1856,yes
2004-11-19,S24_2840,10335,2542,33,719,1823,yes
2004-12-01,S24_2840,10349,2542,36,755,1787,yes
2004-12-10,S24_2840,10358,2542,36,791,1751,yes
2005-01-23,S24_2840,10371,2542,45,836,1706,yes
2005-02-22,S24_2840,10383,2542,40,876,1666,yes
2005-03-15,S24_2840,10394,2542,46,922,1620,yes
2005-05-03,S24_2840,10412,2542,30,952,1590,yes
2005-05-31,S24_2840,10425,2542,31,983,1559,yes
2003-02-17,S24_2841,10106,5942,49,49,5893,yes
2003-04-28,S24_2841,10119,5942,41,90,5852,yes
2003-06-16,S24_2841,10131,5942,35,125,5817,yes
2003-08-10,S24_2841,10143,5942,27,152,5790,yes
2003-10-06,S24_2841,10155,5942,23,175,5767,yes
2003-10-23,S24_2841,10167,5942,21,196,5746,yes
2003-11-08,S24_2841,10178,5942,34,230,5712,yes
2003-11-14,S24_2841,10186,5942,22,252,5690,yes
2003-11-27,S24_2841,10198,5942,48,300,5642,yes
2004-01-09,S24_2841,10209,5942,43,343,5599,yes
2004-02-19,S24_2841,10222,5942,32,375,5567,yes
2004-03-30,S24_2841,10234,5942,44,419,5523,yes
2004-05-08,S24_2841,10249,5942,20,439,5503,yes
2004-06-24,S24_2841,10262,5942,24,463,5479,yes
2004-07-21,S24_2841,10274,5942,40,503,5439,yes
2004-08-21,S24_2841,10284,5942,30,533,5409,yes
2004-09-15,S24_2841,10296,5942,21,554,5388,yes
2004-10-14,S24_2841,10307,5942,25,579,5363,yes
2004-11-01,S24_2841,10316,5942,34,613,5329,yes
2004-11-12,S24_2841,10328,5942,48,661,5281,yes
2004-11-23,S24_2841,10339,5942,55,716,5226,yes
2004-12-03,S24_2841,10351,5942,25,741,5201,yes
2004-12-16,S24_2841,10360,5942,49,790,5152,yes
2005-01-31,S24_2841,10373,5942,38,828,5114,yes
2005-03-01,S24_2841,10386,5942,39,867,5075,yes
2005-03-30,S24_2841,10398,5942,28,895,5047,yes
2005-04-01,S24_2841,10400,5942,24,919,5023,yes
2005-05-09,S24_2841,10415,5942,21,940,5002,yes
2003-03-18,S24_2887,10110,1452,46,46,1406,yes
2003-05-21,S24_2887,10124,1452,25,71,1381,yes
2003-07-07,S24_2887,10138,1452,30,101,1351,yes
2003-09-11,S24_2887,10148,1452,34,135,1317,yes
2003-10-06,S24_2887,10302,1452,45,180,1272,yes
2003-10-17,S24_2887,10161,1452,25,205,1247,yes
2003-11-05,S24_2887,10173,1452,23,228,1224,yes
2003-11-12,S24_2887,10182,1452,20,248,1204,yes
2003-11-20,S24_2887,10192,1452,23,271,1181,yes
2003-12-02,S24_2887,10204,1452,42,313,1139,yes
2004-01-22,S24_2887,10213,1452,27,340,1112,yes
2004-03-02,S24_2887,10227,1452,33,373,1079,yes
2004-04-13,S24_2887,10241,1452,28,401,1051,yes
2004-06-03,S24_2887,10254,1452,33,434,1018,yes
2004-07-07,S24_2887,10267,1452,43,477,975,yes
2004-08-09,S24_2887,10279,1452,48,525,927,yes
2004-09-01,S24_2887,10288,1452,48,573,879,yes
2004-10-16,S24_2887,10311,1452,43,616,836,yes
2004-11-17,S24_2887,10332,1452,44,660,792,yes
2004-11-29,S24_2887,10346,1452,24,684,768,yes
2005-01-19,S24_2887,10368,1452,31,715,737,yes
2005-02-16,S24_2887,10380,1452,44,759,693,yes
2005-04-22,S24_2887,10407,1452,59,818,634,yes
2005-05-29,S24_2887,10420,1452,55,873,579,yes
2003-03-10,S24_2972,10109,7723,29,29,7694,yes
2003-05-08,S24_2972,10122,7723,39,68,7655,yes
2003-07-02,S24_2972,10135,7723,20,88,7635,yes
2003-09-05,S24_2972,10147,7723,25,113,7610,yes
2003-10-05,S24_2972,10301,7723,48,161,7562,yes
2003-10-11,S24_2972,10160,7723,42,203,7520,yes
2003-11-05,S24_2972,10171,7723,36,239,7484,yes
2003-11-12,S24_2972,10181,7723,37,276,7447,yes
2003-11-20,S24_2972,10192,7723,30,306,7417,yes
2003-12-02,S24_2972,10203,7723,21,327,7396,yes
2004-01-16,S24_2972,10212,7723,34,361,7362,yes
2004-02-22,S24_2972,10225,7723,42,403,7320,yes
2004-04-12,S24_2972,10239,7723,20,423,7300,yes
2004-06-01,S24_2972,10253,7723,40,463,7260,yes
2004-07-06,S24_2972,10266,7723,34,497,7226,yes
2004-08-06,S24_2972,10278,7723,31,528,7195,yes
2004-08-30,S24_2972,10287,7723,36,564,7159,yes
2004-10-16,S24_2972,10310,7723,33,597,7126,yes
2004-11-04,S24_2972,10321,7723,37,634,7089,yes
2004-11-17,S24_2972,10331,7723,27,661,7062,yes
2004-11-24,S24_2972,10342,7723,39,700,7023,yes
2004-12-07,S24_2972,10355,7723,36,736,6987,yes
2005-01-12,S24_2972,10367,7723,36,772,6951,yes
2005-02-10,S24_2972,10378,7723,41,813,6910,yes
2005-03-04,S24_2972,10390,7723,37,850,6873,yes
2005-04-14,S24_2972,10405,7723,47,897,6826,yes
2005-05-17,S24_2972,10419,7723,15,912,6811,yes
